,Nama_Produk,Akun,ulasan,rate,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean
220,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,J***r,good product and fast response,5,"['good', 'product', 'and', 'fast', 'response']","['good', 'product', 'and', 'fast', 'response']","['good', 'product', 'and', 'fast', 'response']","['good', 'product', 'and', 'fast', 'response']",good product and fast response
221,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,yuri,tq,5,['tq'],['tq'],['tq'],['tq'],tq
222,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Kezia,puasssss bakal sering order disini,5,"['puasssss', 'bakal', 'sering', 'order', 'disini']","['puasssss', 'bakal', 'sering', 'order', 'disini']","['puasssss', 'order']","['puasssss', 'order']",puasssss order
223,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,M***i,bagusssss,5,['bagusssss'],['bagus'],['bagus'],['bagus'],bagus
224,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,S***i,maskernya lebih kecil dr tipe kf lainnya,4,"['maskernya', 'lebih', 'kecil', 'dr', 'tipe', 'kf', 'lainnya']","['maskernya', 'lebih', 'kecil', 'dr', 'tipe', 'kf', 'lainnya']","['maskernya', 'dr', 'tipe', 'kf']","['masker', 'dr', 'tipe', 'kf']",masker dr tipe kf
225,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Andin,barang aman belum di coba semoga nyaman dipakai,4,"['barang', 'aman', 'belum', 'di', 'coba', 'semoga', 'nyaman', 'dipakai']","['barang', 'aman', 'belum', 'di', 'coba', 'semoga', 'nyaman', 'dipakai']","['barang', 'aman', 'coba', 'semoga', 'nyaman', 'dipakai']","['barang', 'aman', 'coba', 'moga', 'nyaman', 'pakai']",barang aman coba moga nyaman pakai
226,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,endang,barang sesuai deskripsi harga terjangkau fast respon,5,"['barang', 'sesuai', 'deskripsi', 'harga', 'terjangkau', 'fast', 'respon']","['barang', 'sesuai', 'deskripsi', 'harga', 'terjangkau', 'fast', 'respon']","['barang', 'sesuai', 'deskripsi', 'harga', 'terjangkau', 'fast', 'respon']","['barang', 'sesuai', 'deskripsi', 'harga', 'jangkau', 'fast', 'respon']",barang sesuai deskripsi harga jangkau fast respon
227,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Fikri,better lah ya,5,"['better', 'lah', 'ya']","['better', 'lah', 'ya']","['better', 'ya']","['better', 'ya']",better ya
228,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Wiggo,packing oke pake dus tambahan,5,"['packing', 'oke', 'pake', 'dus', 'tambahan']","['packing', 'oke', 'pake', 'dus', 'tambahan']","['packing', 'oke', 'pake', 'dus', 'tambahan']","['packing', 'oke', 'pake', 'dus', 'tambah']",packing oke pake dus tambah
229,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,S***n,kualitas lumayan,4,"['kualitas', 'lumayan']","['kualitas', 'lumayan']","['kualitas', 'lumayan']","['kualitas', 'lumayan']",kualitas lumayan
230,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Ninna,ini pembelian ke menurit sy ini masker paling lembut nyaman dr smua masker yg pernah sy beli karetnya kuat gak gampang putus gak ikin sesek cocok banget banget buat anak sayang aj harganya masih lumayan tinggi smoga sering diskon ya,5,"['ini', 'pembelian', 'ke', 'menurit', 'sy', 'ini', 'masker', 'paling', 'lembut', 'nyaman', 'dr', 'smua', 'masker', 'yg', 'pernah', 'sy', 'beli', 'karetnya', 'kuat', 'gak', 'gampang', 'putus', 'gak', 'ikin', 'sesek', 'cocok', 'banget', 'banget', 'buat', 'anak', 'sayang', 'aj', 'harganya', 'masih', 'lumayan', 'tinggi', 'smoga', 'sering', 'diskon', 'ya']","['ini', 'pembelian', 'ke', 'menurit', 'sy', 'ini', 'masker', 'paling', 'lembut', 'nyaman', 'dr', 'smua', 'masker', 'yang', 'pernah', 'sy', 'beli', 'karetnya', 'kuat', 'tidak', 'gampang', 'putus', 'tidak', 'ikin', 'sesek', 'cocok', 'banget', 'banget', 'buat', 'anak', 'sayang', 'aj', 'harganya', 'masih', 'lumayan', 'tinggi', 'smoga', 'sering', 'diskon', 'ya']","['pembelian', 'menurit', 'sy', 'masker', 'lembut', 'nyaman', 'dr', 'smua', 'masker', 'sy', 'beli', 'karetnya', 'kuat', 'gampang', 'putus', 'ikin', 'sesek', 'cocok', 'banget', 'banget', 'anak', 'sayang', 'aj', 'harganya', 'lumayan', 'smoga', 'diskon', 'ya']","['beli', 'menurit', 'sy', 'masker', 'lembut', 'nyaman', 'dr', 'smua', 'masker', 'sy', 'beli', 'karet', 'kuat', 'gampang', 'putus', 'ikin', 'sek', 'cocok', 'banget', 'banget', 'anak', 'sayang', 'aj', 'harga', 'lumayan', 'smoga', 'diskon', 'ya']",beli menurit sy masker lembut nyaman dr smua masker sy beli karet kuat gampang putus ikin sek cocok banget banget anak sayang aj harga lumayan smoga diskon ya
231,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Fabiola,sudah lebih dari beli rising,5,"['sudah', 'lebih', 'dari', 'beli', 'rising']","['sudah', 'lebih', 'dari', 'beli', 'rising']","['beli', 'rising']","['beli', 'rising']",beli rising
232,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,S***a,bagus kualitasnya pakcagin aman lembut buat anak,5,"['bagus', 'kualitasnya', 'pakcagin', 'aman', 'lembut', 'buat', 'anak']","['bagus', 'kualitasnya', 'pakcagin', 'aman', 'lembut', 'buat', 'anak']","['bagus', 'kualitasnya', 'pakcagin', 'aman', 'lembut', 'anak']","['bagus', 'kualitas', 'pakcagin', 'aman', 'lembut', 'anak']",bagus kualitas pakcagin aman lembut anak
233,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Benny,makasih gan barang telah diterima bahannya lembut pengiriman jg cepet,5,"['makasih', 'gan', 'barang', 'telah', 'diterima', 'bahannya', 'lembut', 'pengiriman', 'jg', 'cepet']","['makasih', 'gan', 'barang', 'telah', 'diterima', 'bahannya', 'lembut', 'pengiriman', 'jg', 'cepet']","['makasih', 'gan', 'barang', 'diterima', 'bahannya', 'lembut', 'pengiriman', 'jg', 'cepet']","['makasih', 'gan', 'barang', 'terima', 'bahan', 'lembut', 'kirim', 'jg', 'cepet']",makasih gan barang terima bahan lembut kirim jg cepet
234,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,H***i,faste respond,5,"['faste', 'respond']","['faste', 'respond']","['faste', 'respond']","['faste', 'respond']",faste respond
235,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,m***i,bahannya halus banget lebih halus dari merek si,5,"['bahannya', 'halus', 'banget', 'lebih', 'halus', 'dari', 'merek', 'si']","['bahannya', 'halus', 'banget', 'lebih', 'halus', 'dari', 'merek', 'si']","['bahannya', 'halus', 'banget', 'halus', 'merek', 'si']","['bahan', 'halus', 'banget', 'halus', 'merek', 'si']",bahan halus banget halus merek si
236,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Bony,packing rapi,5,"['packing', 'rapi']","['packing', 'rapi']","['packing', 'rapi']","['packing', 'rapi']",packing rapi
237,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Novi,baguss dan cepat,5,"['baguss', 'dan', 'cepat']","['baguss', 'dan', 'cepat']","['baguss', 'cepat']","['baguss', 'cepat']",baguss cepat
238,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,resty,packing rapi kualitas oke,5,"['packing', 'rapi', 'kualitas', 'oke']","['packing', 'rapi', 'kualitas', 'oke']","['packing', 'rapi', 'kualitas', 'oke']","['packing', 'rapi', 'kualitas', 'oke']",packing rapi kualitas oke
239,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Chardova,produk original sesuai deskripsi pengiriman cepat harga produk baik respon penjual baik,5,"['produk', 'original', 'sesuai', 'deskripsi', 'pengiriman', 'cepat', 'harga', 'produk', 'baik', 'respon', 'penjual', 'baik']","['produk', 'original', 'sesuai', 'deskripsi', 'pengiriman', 'cepat', 'harga', 'produk', 'baik', 'respon', 'penjual', 'baik']","['produk', 'original', 'sesuai', 'deskripsi', 'pengiriman', 'cepat', 'harga', 'produk', 'respon', 'penjual']","['produk', 'original', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'harga', 'produk', 'respon', 'jual']",produk original sesuai deskripsi kirim cepat harga produk respon jual
240,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Handana,kemasan rapi,5,"['kemasan', 'rapi']","['kemasan', 'rapi']","['kemasan', 'rapi']","['kemas', 'rapi']",kemas rapi
241,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),F***i,perasaan lebih tipis dari yang di indmret apa yg indmret ply yasoalnya kalo kesana belinya nexcare juga,4,"['perasaan', 'lebih', 'tipis', 'dari', 'yang', 'di', 'indmret', 'apa', 'yg', 'indmret', 'ply', 'yasoalnya', 'kalo', 'kesana', 'belinya', 'nexcare', 'juga']","['perasaan', 'lebih', 'tipis', 'dari', 'yang', 'di', 'indmret', 'apa', 'yang', 'indmret', 'ply', 'yasoalnya', 'kalo', 'kesana', 'belinya', 'nexcare', 'juga']","['perasaan', 'tipis', 'indmret', 'indmret', 'ply', 'yasoalnya', 'kalo', 'kesana', 'belinya', 'nexcare']","['asa', 'tipis', 'indmret', 'indmret', 'ply', 'yasoalnya', 'kalo', 'kesana', 'beli', 'nexcare']",asa tipis indmret indmret ply yasoalnya kalo kesana beli nexcare
242,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),n***a,beli per box dapet bonus kf tapi tidak di kirimminta produk di foto agar bisa di proses complain bonus kok minta foto produk,1,"['beli', 'per', 'box', 'dapet', 'bonus', 'kf', 'tapi', 'tidak', 'di', 'kirimminta', 'produk', 'di', 'foto', 'agar', 'bisa', 'di', 'proses', 'complain', 'bonus', 'kok', 'minta', 'foto', 'produk']","['beli', 'per', 'box', 'dapet', 'bonus', 'kf', 'tapi', 'tidak', 'di', 'kirimminta', 'produk', 'di', 'foto', 'agar', 'bisa', 'di', 'proses', 'complain', 'bonus', 'kok', 'minta', 'foto', 'produk']","['beli', 'box', 'dapet', 'bonus', 'kf', 'kirimminta', 'produk', 'foto', 'proses', 'complain', 'bonus', 'foto', 'produk']","['beli', 'box', 'dapet', 'bonus', 'kf', 'kirimminta', 'produk', 'foto', 'proses', 'complain', 'bonus', 'foto', 'produk']",beli box dapet bonus kf kirimminta produk foto proses complain bonus foto produk
243,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),W***m,produk bagus dan original pengiriman sangat cepat,5,"['produk', 'bagus', 'dan', 'original', 'pengiriman', 'sangat', 'cepat']","['produk', 'bagus', 'dan', 'original', 'pengiriman', 'sangat', 'cepat']","['produk', 'bagus', 'original', 'pengiriman', 'cepat']","['produk', 'bagus', 'original', 'kirim', 'cepat']",produk bagus original kirim cepat
244,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Elike,packing amburadul dus masker penyok sepenyok nya dus nyasampai terbuka karena tidak diisolasi,1,"['packing', 'amburadul', 'dus', 'masker', 'penyok', 'sepenyok', 'nya', 'dus', 'nyasampai', 'terbuka', 'karena', 'tidak', 'diisolasi']","['packing', 'amburadul', 'dus', 'masker', 'penyok', 'sepenyok', 'nya', 'dus', 'nyasampai', 'terbuka', 'karena', 'tidak', 'diisolasi']","['packing', 'amburadul', 'dus', 'masker', 'penyok', 'sepenyok', 'nya', 'dus', 'nyasampai', 'terbuka', 'diisolasi']","['packing', 'amburadul', 'dus', 'masker', 'penyok', 'penyok', 'nya', 'dus', 'nyasampai', 'buka', 'isolasi']",packing amburadul dus masker penyok penyok nya dus nyasampai buka isolasi
245,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),J***y,satu aja sih packingnya ga bagus udah kali pesan dusnya penyok untung aja dalemnya ada plastiknya lagi,4,"['satu', 'aja', 'sih', 'packingnya', 'ga', 'bagus', 'udah', 'kali', 'pesan', 'dusnya', 'penyok', 'untung', 'aja', 'dalemnya', 'ada', 'plastiknya', 'lagi']","['satu', 'aja', 'sih', 'packingnya', 'ga', 'bagus', 'udah', 'kali', 'pesan', 'dusnya', 'penyok', 'untung', 'aja', 'dalemnya', 'ada', 'plastiknya', 'lagi']","['aja', 'sih', 'packingnya', 'ga', 'bagus', 'udah', 'kali', 'pesan', 'dusnya', 'penyok', 'untung', 'aja', 'dalemnya', 'plastiknya']","['aja', 'sih', 'packingnya', 'ga', 'bagus', 'udah', 'kali', 'pesan', 'dus', 'penyok', 'untung', 'aja', 'dalem', 'plastik']",aja sih packingnya ga bagus udah kali pesan dus penyok untung aja dalem plastik
246,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),A***t,thanks barang sudah saya terima dengan baik,5,"['thanks', 'barang', 'sudah', 'saya', 'terima', 'dengan', 'baik']","['thanks', 'barang', 'sudah', 'saya', 'terima', 'dengan', 'baik']","['thanks', 'barang', 'terima']","['thanks', 'barang', 'terima']",thanks barang terima
247,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Z***n,mantapssss,5,['mantapssss'],['mantapssss'],['mantapssss'],['mantapssss'],mantapssss
248,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),I***n,top,5,['top'],['top'],['top'],['top'],top
249,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Y***i,packing rapipesanan sesuai,5,"['packing', 'rapipesanan', 'sesuai']","['packing', 'rapipesanan', 'sesuai']","['packing', 'rapipesanan', 'sesuai']","['packing', 'rapipesanan', 'sesuai']",packing rapipesanan sesuai
250,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,I***a,barangnya bagus dan recommended banget,5,"['barangnya', 'bagus', 'dan', 'recommended', 'banget']","['barangnya', 'bagus', 'dan', 'rekomendasi', 'banget']","['barangnya', 'bagus', 'rekomendasi', 'banget']","['barang', 'bagus', 'rekomendasi', 'banget']",barang bagus rekomendasi banget
251,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,a***s,produk berkualitas dan sangat bermanfaat mari kita bersama saling menjaga dari virus covid tks,5,"['produk', 'berkualitas', 'dan', 'sangat', 'bermanfaat', 'mari', 'kita', 'bersama', 'saling', 'menjaga', 'dari', 'virus', 'covid', 'tks']","['produk', 'berkualitas', 'dan', 'sangat', 'bermanfaat', 'mari', 'kita', 'bersama', 'saling', 'menjaga', 'dari', 'virus', 'covid', 'tks']","['produk', 'berkualitas', 'bermanfaat', 'mari', 'menjaga', 'virus', 'covid', 'tks']","['produk', 'kualitas', 'manfaat', 'mari', 'jaga', 'virus', 'covid', 'tks']",produk kualitas manfaat mari jaga virus covid tks
252,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Y***z,size agak kecil ternyata bahan ok,4,"['size', 'agak', 'kecil', 'ternyata', 'bahan', 'ok']","['size', 'sedikit', 'kecil', 'ternyata', 'bahan', 'ok']","['size', 'bahan', 'ok']","['size', 'bahan', 'ok']",size bahan ok
253,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,N***a,bagus bahannya sukaaaaa,5,"['bagus', 'bahannya', 'sukaaaaa']","['bagus', 'bahannya', 'sukaaaaa']","['bagus', 'bahannya', 'sukaaaaa']","['bagus', 'bahan', 'sukaaaaa']",bagus bahan sukaaaaa
254,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,a***s,produk bermanfaat dan berkualitas buat anakanak mari kita bersama menjaga supaya pandemi covid segera berakhir,5,"['produk', 'bermanfaat', 'dan', 'berkualitas', 'buat', 'anakanak', 'mari', 'kita', 'bersama', 'menjaga', 'supaya', 'pandemi', 'covid', 'segera', 'berakhir']","['produk', 'bermanfaat', 'dan', 'berkualitas', 'buat', 'anakanak', 'mari', 'kita', 'bersama', 'menjaga', 'supaya', 'pandemi', 'covid', 'segera', 'berakhir']","['produk', 'bermanfaat', 'berkualitas', 'anakanak', 'mari', 'menjaga', 'pandemi', 'covid']","['produk', 'manfaat', 'kualitas', 'anakanak', 'mari', 'jaga', 'pandemi', 'covid']",produk manfaat kualitas anakanak mari jaga pandemi covid
255,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,n***a,pas banget ukurannyaselalu cocok dg masker dr sritexgood quality,5,"['pas', 'banget', 'ukurannyaselalu', 'cocok', 'dg', 'masker', 'dr', 'sritexgood', 'quality']","['saat', 'banget', 'ukurannyaselalu', 'cocok', 'dg', 'masker', 'dr', 'sritexgood', 'quality']","['banget', 'ukurannyaselalu', 'cocok', 'dg', 'masker', 'dr', 'sritexgood', 'quality']","['banget', 'ukurannyaselalu', 'cocok', 'dg', 'masker', 'dr', 'sritexgood', 'quality']",banget ukurannyaselalu cocok dg masker dr sritexgood quality
256,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Medyarti,pengiriman supeeeer cepat order subuh malam sudah datang kemasan rapi banget pake bubble warp dan kotak maskernya juga tebal dan sesuai gambar saya puaas banget dgn pelayanannya,5,"['pengiriman', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'sudah', 'datang', 'kemasan', 'rapi', 'banget', 'pake', 'bubble', 'warp', 'dan', 'kotak', 'maskernya', 'juga', 'tebal', 'dan', 'sesuai', 'gambar', 'saya', 'puaas', 'banget', 'dgn', 'pelayanannya']","['pengiriman', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'sudah', 'datang', 'kemasan', 'rapi', 'banget', 'pake', 'bubble', 'warp', 'dan', 'kotak', 'maskernya', 'juga', 'tebal', 'dan', 'sesuai', 'gambar', 'saya', 'puaas', 'banget', 'dgn', 'pelayanannya']","['pengiriman', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'kemasan', 'rapi', 'banget', 'pake', 'bubble', 'warp', 'kotak', 'maskernya', 'tebal', 'sesuai', 'gambar', 'puaas', 'banget', 'dgn', 'pelayanannya']","['kirim', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'kemas', 'rapi', 'banget', 'pake', 'bubble', 'warp', 'kotak', 'masker', 'tebal', 'sesuai', 'gambar', 'puaas', 'banget', 'dgn', 'layan']",kirim supeeeer cepat order subuh malam kemas rapi banget pake bubble warp kotak masker tebal sesuai gambar puaas banget dgn layan
257,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Tutiek,bagus semoga talinya awet,5,"['bagus', 'semoga', 'talinya', 'awet']","['bagus', 'semoga', 'talinya', 'awet']","['bagus', 'semoga', 'talinya', 'awet']","['bagus', 'moga', 'tali', 'awet']",bagus moga tali awet
258,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Hery,ok,5,['ok'],['ok'],['ok'],['ok'],ok
259,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Aan,respon cepat malam order siang uda sampe mantapp,5,"['respon', 'cepat', 'malam', 'order', 'siang', 'uda', 'sampe', 'mantapp']","['respon', 'cepat', 'malam', 'order', 'siang', 'uda', 'sampe', 'mantapp']","['respon', 'cepat', 'malam', 'order', 'siang', 'uda', 'sampe', 'mantapp']","['respon', 'cepat', 'malam', 'order', 'siang', 'uda', 'sampe', 'mantapp']",respon cepat malam order siang uda sampe mantapp
260,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Revan,thx sesuai ekspetasi selalu beli disini,5,"['thx', 'sesuai', 'ekspetasi', 'selalu', 'beli', 'disini']","['thx', 'sesuai', 'ekspetasi', 'selalu', 'beli', 'disini']","['thx', 'sesuai', 'ekspetasi', 'beli']","['thx', 'sesuai', 'ekspetasi', 'beli']",thx sesuai ekspetasi beli
261,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,dunia,bagus pelayanan cepat,5,"['bagus', 'pelayanan', 'cepat']","['bagus', 'pelayanan', 'cepat']","['bagus', 'pelayanan', 'cepat']","['bagus', 'layan', 'cepat']",bagus layan cepat
262,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Asib,barang ny sesuai dgn pesanan mksh toped,5,"['barang', 'ny', 'sesuai', 'dgn', 'pesanan', 'mksh', 'toped']","['barang', 'ny', 'sesuai', 'dgn', 'pesanan', 'mksh', 'toped']","['barang', 'ny', 'sesuai', 'dgn', 'pesanan', 'mksh', 'toped']","['barang', 'ny', 'sesuai', 'dgn', 'pesan', 'mksh', 'toped']",barang ny sesuai dgn pesan mksh toped
263,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,V***a,pengiriman packing amanseller responsif dah beli bbrp kaliterima kasih,5,"['pengiriman', 'packing', 'amanseller', 'responsif', 'dah', 'beli', 'bbrp', 'kaliterima', 'kasih']","['pengiriman', 'packing', 'amanseller', 'responsif', 'dah', 'beli', 'bbrp', 'kaliterima', 'kasih']","['pengiriman', 'packing', 'amanseller', 'responsif', 'dah', 'beli', 'bbrp', 'kaliterima', 'kasih']","['kirim', 'packing', 'amanseller', 'responsif', 'dah', 'beli', 'bbrp', 'kaliterima', 'kasih']",kirim packing amanseller responsif dah beli bbrp kaliterima kasih
264,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Ariel,responsif barang cepat sampai packing rapi memuaskan makasih gan,5,"['responsif', 'barang', 'cepat', 'sampai', 'packing', 'rapi', 'memuaskan', 'makasih', 'gan']","['responsif', 'barang', 'cepat', 'sampai', 'packing', 'rapi', 'memuaskan', 'makasih', 'gan']","['responsif', 'barang', 'cepat', 'packing', 'rapi', 'memuaskan', 'makasih', 'gan']","['responsif', 'barang', 'cepat', 'packing', 'rapi', 'muas', 'makasih', 'gan']",responsif barang cepat packing rapi muas makasih gan
265,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,t***a,produk sudah tiba dengan selamat dan baik barangnya bagus packingan lumayan aman mohon ditingkatkan lagi untuk packingan terima kasih,4,"['produk', 'sudah', 'tiba', 'dengan', 'selamat', 'dan', 'baik', 'barangnya', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'ditingkatkan', 'lagi', 'untuk', 'packingan', 'terima', 'kasih']","['produk', 'sudah', 'tiba', 'dengan', 'selamat', 'dan', 'baik', 'barangnya', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'ditingkatkan', 'lagi', 'untuk', 'packingan', 'terima', 'kasih']","['produk', 'selamat', 'barangnya', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'ditingkatkan', 'packingan', 'terima', 'kasih']","['produk', 'selamat', 'barang', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'tingkat', 'packingan', 'terima', 'kasih']",produk selamat barang bagus packingan lumayan aman mohon tingkat packingan terima kasih
266,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Ariyanto,merk cuma di dus masker ga ada merk dan kualitas ya seperti masker tanpa merk baru pake pas mau buka langsung putus talinya,2,"['merk', 'cuma', 'di', 'dus', 'masker', 'ga', 'ada', 'merk', 'dan', 'kualitas', 'ya', 'seperti', 'masker', 'tanpa', 'merk', 'baru', 'pake', 'pas', 'mau', 'buka', 'langsung', 'putus', 'talinya']","['merk', 'cuma', 'di', 'dus', 'masker', 'ga', 'ada', 'merk', 'dan', 'kualitas', 'ya', 'seperti', 'masker', 'tanpa', 'merk', 'baru', 'pake', 'saat', 'mau', 'buka', 'langsung', 'putus', 'talinya']","['merk', 'dus', 'masker', 'ga', 'merk', 'kualitas', 'ya', 'masker', 'merk', 'pake', 'buka', 'langsung', 'putus', 'talinya']","['merk', 'dus', 'masker', 'ga', 'merk', 'kualitas', 'ya', 'masker', 'merk', 'pake', 'buka', 'langsung', 'putus', 'tali']",merk dus masker ga merk kualitas ya masker merk pake buka langsung putus tali
267,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,SOFYAN,kereeen,5,['kereeen'],['kereeen'],['kereeen'],['kereeen'],kereeen
268,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Lucky,order pagi sore udah sampe padahal pake gratis ongkir bukan sameday barang bagus sesuai lah sama harga,5,"['order', 'pagi', 'sore', 'udah', 'sampe', 'padahal', 'pake', 'gratis', 'ongkir', 'bukan', 'sameday', 'barang', 'bagus', 'sesuai', 'lah', 'sama', 'harga']","['order', 'pagi', 'sore', 'udah', 'sampe', 'padahal', 'pake', 'gratis', 'ongkir', 'bukan', 'sameday', 'barang', 'bagus', 'sesuai', 'lah', 'sama', 'harga']","['order', 'pagi', 'sore', 'udah', 'sampe', 'pake', 'gratis', 'ongkir', 'sameday', 'barang', 'bagus', 'sesuai', 'harga']","['order', 'pagi', 'sore', 'udah', 'sampe', 'pake', 'gratis', 'ongkir', 'sameday', 'barang', 'bagus', 'sesuai', 'harga']",order pagi sore udah sampe pake gratis ongkir sameday barang bagus sesuai harga
269,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,I***n,bagus agak tipis dr pd yg biasa aq beli selisih rb doang pdhl,5,"['bagus', 'agak', 'tipis', 'dr', 'pd', 'yg', 'biasa', 'aq', 'beli', 'selisih', 'rb', 'doang', 'pdhl']","['bagus', 'sedikit', 'tipis', 'dr', 'pd', 'yang', 'biasa', 'aq', 'beli', 'selisih', 'rb', 'doang', 'pdhl']","['bagus', 'tipis', 'dr', 'pd', 'aq', 'beli', 'selisih', 'rb', 'doang', 'pdhl']","['bagus', 'tipis', 'dr', 'pd', 'aq', 'beli', 'selisih', 'rb', 'doang', 'pdhl']",bagus tipis dr pd aq beli selisih rb doang pdhl
270,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,T***o,tali nya agak sakit di kuping kalau pakai lamaan,3,"['tali', 'nya', 'agak', 'sakit', 'di', 'kuping', 'kalau', 'pakai', 'lamaan']","['tali', 'nya', 'sedikit', 'sakit', 'di', 'kuping', 'kalau', 'pakai', 'lamaan']","['tali', 'nya', 'sakit', 'kuping', 'pakai', 'lamaan']","['tali', 'nya', 'sakit', 'kuping', 'pakai', 'lama']",tali nya sakit kuping pakai lama
